Campaign_ID,Channel,Product_Category,Region,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Start_Date,End_Date,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment
CAM1425,Email,Fashion,Johor,307774.0,233308.0,253503.0,5264.0,2.0765040255933855,5420.0,97.12177121771217,675091.0,289.35613009412447,284.0,2023-02-21 00:00:00.000000000,2023-12-02 00:00:00.000000000,5.0,5.0,High
CAM1426,Billboard,Automotive,Sarawak,78558.0,1766134.2105263157,125668.0,42870.0,34.11369640640417,825.0,1.9244226731980407,671131.0,38.0,142.0,2023-06-28 00:00:00.000000000,2023-11-17 00:00:00.000000000,4.0,5.0,Low
CAM1427,TV,Fashion,Sarawak,316352.0,376544.0,706913.0,33672.0,4.763245264976029,9523.0,28.281658351152295,550771.0,146.27002422027704,197.0,2023-05-24 00:00:00.000000000,2023-12-07 00:00:00.000000000,4.0,8.0,Medium
CAM1428,Radio,Health,Kuala Lumpur,265693.0,316826.0,908207.0,25154.0,2.7696329140823623,2748.0,10.92470382444144,893869.0,282.13246387607074,68.0,2023-05-22 00:00:00.000000000,2023-07-29 00:00:00.000000000,5.0,6.0,Low
CAM1429,Radio,Electronics,Johor,476661.0,250820.0,202644.0,37422.0,18.46686800497424,8948.0,23.9110683555128,364003.0,145.1251893788374,136.0,2023-07-25 00:00:00.000000000,2023-12-08 00:00:00.000000000,4.0,9.0,Low
CAM1430,Radio,Health,Sarawak,41922.0,109688.0,231941.0,6174.0,2.661883841149258,7604.0,81.19410836401893,315962.0,288.0552111443367,214.0,2023-03-17 00:00:00.000000000,2023-10-17 00:00:00.000000000,4.0,2.0,Medium
CAM1431,Billboard,Health,Johor,111073.0,145844.0,253129.0,94771.49759999999,37.44,5196.5,21.69354423205729,550805.0,377.667233482351,185.0,2023-04-23 00:00:00.000000000,2023-10-25 00:00:00.000000000,3.0,9.0,Medium
CAM1432,Email,Fashion,Penang,482131.0,325330.0,466047.0,45740.0,9.814460773269648,8336.0,18.224748578924356,809574.0,248.8470168751729,168.0,2023-04-06 00:00:00.000000000,2023-09-21 00:00:00.000000000,4.0,10.0,Medium
CAM1433,Email,Automotive,Johor,143736.0,251121.0,264404.0,42694.0,16.147259496830607,2957.0,6.926031760903172,130029.0,138.423134626798,135.0,2023-05-16 00:00:00.000000000,2023-09-28 00:00:00.000000000,2.0,9.0,Low
CAM1434,Social Media,Health,Penang,185857.0,45525.0,498009.0,27048.0,9.65,2369.0,6.0,2731.5,6.0,232.0,2023-02-12 00:00:00.000000000,2023-10-02 00:00:00.000000000,5.0,7.0,Medium
CAM1435,Social Media,Automotive,Kuala Lumpur,312711.0,136327.0,267691.0,46693.0,17.442872565756787,1523.0,3.261730880431756,736500.0,540.2451458625217,85.0,2023-04-26 00:00:00.000000000,2023-07-20 00:00:00.000000000,2.0,4.0,Low
CAM1436,Radio,Automotive,Kuala Lumpur,265332.0,28384.934497816594,651965.0,26510.0,39.56,8387.0,25.47,130003.0,458.0,142.0,2023-05-16 00:00:00.000000000,2023-10-05 00:00:00.000000000,5.0,1.0,Medium
CAM1437,Social Media,Automotive,Penang,483579.0,294323.0,293275.0,28974.0,9.87946466626886,64781.55862,44.725691411590795,392896.0,133.49143627918986,73.0,2023-03-05 00:00:00.000000000,2023-05-17 00:00:00.000000000,1.0,10.0,Low
CAM1438,Billboard,Electronics,Sarawak,149862.0,102897.0,892992.0,19757.0,2.2124498315774384,6293.0,31.852001822138988,102897.0,100.0,504.2196714,2023-04-12 00:00:00.000000000,2024-08-28 05:16:19.608960000,1.0,9.0,Low
CAM1439,Social Media,Health,Sabah,239693.0,157862.0,148320.0,31897.0,21.50552858683927,9410.0,29.50120701006364,242842.0,153.83182779896364,127.0,2023-05-24 00:00:00.000000000,2023-09-28 00:00:00.000000000,1.0,2.0,Low
CAM1440,TV,Fashion,Kuala Lumpur,312758.0,448090.0,848752.0,8432.0,0.9934586310253173,1690.0,20.0426944971537,422520.0,94.29355709790444,107.0,2023-02-07 00:00:00.000000000,2023-05-25 00:00:00.000000000,1.0,8.0,Medium
CAM1441,Billboard,Groceries,Sarawak,77815.0,354775.0,979908.0,45590.0,4.652477579527874,9597.0,21.050669006361044,241742.0,68.13952505108873,223.0,2023-05-19 00:00:00.000000000,2023-12-28 00:00:00.000000000,5.0,10.0,Low
CAM1442,TV,Health,Johor,72533.0,369152.0,5239.645751693333,48607.0,927.6772190999999,6739.0,13.86425823441068,497064.0,134.6502253814147,209.0,2023-05-19 00:00:00.000000000,2023-12-14 00:00:00.000000000,2.0,6.0,High
CAM1443,Email,Automotive,Kuala Lumpur,442652.0,263385.0,9374.0,36212.0,25.88644648182923,6621.0,18.28399425604772,283212.0,107.52776354006492,29.0,2023-11-06 00:00:00.000000000,2023-12-05 00:00:00.000000000,2.0,5.0,Low
CAM1444,Social Media,Fashion,Johor,122520.0,24792.0,178443.0,26682.0,81.46,9341.0,75.05,18121.0,73.09212649241691,25.0,2023-11-04 00:00:00.000000000,2023-11-29 00:00:00.000000000,2.0,1.0,High
CAM1445,TV,Groceries,Penang,28667.0,220853.0,126918.0,8517.0,6.710632061646102,5000.0,58.70611717740989,205099.0,92.86674847070223,153.0,2023-02-18 00:00:00.000000000,2023-07-21 00:00:00.000000000,4.0,10.0,Medium
CAM1447,Social Media,Fashion,Kuala Lumpur,295523.0,103452.0,273426.0,7702.0,2.816849897229963,5453.0,70.7997922617502,722576.0,698.464988593744,59.0,2023-01-26 00:00:00.000000000,2023-03-26 00:00:00.000000000,4.0,4.0,Low
CAM1448,TV,Automotive,Sarawak,386587.0,58400.0,753133.0,22028.0,2.924848599118615,7212.0,32.74014890139822,667972.0,1143.7876712328768,44.0,2023-01-04 00:00:00.000000000,2023-02-17 00:00:00.000000000,2.0,5.0,Low
CAM1449,Billboard,Electronics,Penang,86407.0,279979.0,670603.0,11832.0,1.7643822052689895,3265.0,27.5946585530764,712954.0,254.64552698595253,163.0,2023-01-15 00:00:00.000000000,2023-06-27 00:00:00.000000000,3.0,1.0,Low
CAM1450,TV,Groceries,Penang,138976.0,108342.0,675998.0,47143.0,6.973837200701777,5088.0,10.79269456759222,686365.0,633.5170109468165,106.0,2023-04-28 00:00:00.000000000,2023-08-12 00:00:00.000000000,2.0,10.0,Medium
CAM1451,TV,Automotive,Sabah,473458.0,227174.0,95271.0,20092.0,21.08931364213664,7498.0,37.31833565598248,473979.0,208.64139382147604,44.0,2023-08-29 00:00:00.000000000,2023-10-12 00:00:00.000000000,4.0,4.0,Low
CAM1452,Email,Fashion,Penang,129147.0,54555.0,395187.0,37030.0,9.370247503080819,8093.0,21.855252497974615,94925.7,174.0,61.0,2023-04-20 00:00:00.000000000,2023-06-20 00:00:00.000000000,1.0,7.0,High
CAM1453,TV,Fashion,Kuala Lumpur,447452.0,440851.0,972155.0,38626.0,3.9732347208006953,8350.0,21.61756329933206,1040408.36,236.0,86.0,2023-07-02 00:00:00.000000000,2023-09-26 00:00:00.000000000,2.0,6.0,Low
CAM1454,Radio,Automotive,Penang,452731.0,164472.02797202798,175230.0,26510.0,39.73,6182.0,64.23,235195.0,143.0,42.0,2023-05-14 00:00:00.000000000,2023-06-25 00:00:00.000000000,5.0,8.0,High
CAM1455,Radio,Health,Sabah,160473.0,169681.0,720118.0,3007.0,0.41757045373119406,6209.0,48.42969882428733,700080.0,412.58597014397606,118.0,2023-02-10 00:00:00.000000000,2023-06-08 00:00:00.000000000,2.0,3.0,Medium
CAM1456,TV,Groceries,Johor,2297172.669,433083.0,400307.0,18260.0,4.561499049479525,4143.0,22.688937568455643,800523.0,184.84285922098073,290.0,2023-02-02 00:00:00.000000000,2023-11-19 00:00:00.000000000,3.0,3.0,Low
CAM1457,Email,Automotive,Johor,1459943.108,60477.0,450074.0,22818.0,5.069832960802001,5766.1086,25.27,683739.0,1130.5769135373778,25.0,2023-07-05 00:00:00.000000000,2023-07-30 00:00:00.000000000,3.0,5.0,Low
CAM1459,TV,Electronics,Penang,310511.0,116705.0,107497.0,232874.5433,46.16090641625748,87467.67846348001,37.56,827198.0,708.7939676963283,215.0,2023-03-30 00:00:00.000000000,2023-10-31 00:00:00.000000000,5.0,6.0,High
CAM1460,Email,Groceries,Johor,209090.0,287481.0,619943.0,18360.0,2.9615625952708555,7526.0,40.99128540305011,664188.0,231.03718158765275,98.0,2023-07-28 00:00:00.000000000,2023-11-03 00:00:00.000000000,5.0,8.0,Medium
CAM1461,Radio,Health,Johor,104134.0,181892.0,780791.0,44785.0,5.735849926548846,40449.812,90.32,416781.0,229.1365205726475,50.0,2023-03-18 00:00:00.000000000,2023-05-07 00:00:00.000000000,3.0,4.0,Medium
CAM1462,TV,Health,Johor,210491.0,437121.0,378338.0,21462.0,5.672705358700422,4202.0,19.5787904202777,582017.0,133.14780118090871,162.0,2023-05-09 00:00:00.000000000,2023-10-18 00:00:00.000000000,2.0,2.0,Medium
CAM1463,Billboard,Electronics,Penang,38686.0,270831.0,208899.0,12356.0,5.914820080517379,4742.0,38.378115895111684,265414.38,98.0,208.0,2023-01-14 00:00:00.000000000,2023-08-10 00:00:00.000000000,4.0,5.0,Medium
CAM1464,Social Media,Groceries,Kuala Lumpur,195184.0,36085.0,728434.0,39427.0,5.412569978886213,4283.0,10.863114109620312,62255.0,172.52320908964944,109.0,2023-02-14 00:00:00.000000000,2023-06-03 00:00:00.000000000,5.0,10.0,High
CAM1465,TV,Fashion,Sabah,111924.0,350663.0,901515.0,12725.0,1.4115128422710659,7975.0,62.67190569744597,26115.0,7.447321217237063,50.0,2023-09-11 00:00:00.000000000,2023-10-31 00:00:00.000000000,5.0,3.0,Medium
CAM1466,Billboard,Electronics,Kuala Lumpur,469021.0,94624.0,940694.0,2530.0,0.26895037068377176,7333.0,34.50156825310241,734868.0,776.6190395671289,249.0,2023-03-25 00:00:00.000000000,2023-11-29 00:00:00.000000000,4.0,7.0,High
CAM1467,Radio,Groceries,Sarawak,408595.0,250756.0,658139.0,19243.0,2.9238504328113057,5177.0,26.90328950787299,304947.0,121.61104819027261,163.0,2023-06-26 00:00:00.000000000,2023-12-06 00:00:00.000000000,3.0,7.0,High
CAM1468,TV,Electronics,Johor,119607.0,203026.0,902274.0,43273.0,4.795993234871004,17283.2362,39.94,900588.0,443.5825953326175,22.0,2023-10-28 00:00:00.000000000,2023-11-19 00:00:00.000000000,2.0,10.0,Low
CAM1469,Radio,Health,Johor,374497.0,325638.0,112914.0,17902.0,15.854544166356696,858.0,4.792760585409452,255656.0,78.50926488923284,313.0,2023-02-12 00:00:00.000000000,2023-12-22 00:00:00.000000000,3.0,7.0,Low
CAM1470,Radio,Groceries,Penang,45402.0,335724.0,34283.0,14891.0,43.435521978823324,709.0,4.7612651937411865,150634.0,44.86840380788981,69.0,2023-01-21 00:00:00.000000000,2023-03-31 00:00:00.000000000,1.0,5.0,High
CAM1471,Radio,Electronics,Penang,181427.0,72924.0,589275.0,19146.0,3.249077255950108,8957.0,46.78261777917058,84911.0,116.43766112665242,64.0,2023-09-06 00:00:00.000000000,2023-11-09 00:00:00.000000000,5.0,6.0,Medium
CAM1472,Billboard,Electronics,Sabah,423732.0,38819.0,585634.0,35739.0,6.102616992865852,8078.0,22.602758890847532,13260.0,34.158530616450705,13.0,2023-01-11 00:00:00.000000000,2023-01-24 00:00:00.000000000,1.0,5.0,Low
CAM1473,Social Media,Groceries,Sabah,452648.0,32796.25360230547,827169.0,17939.0,2.1687224738838133,2560.0,14.270583644573275,113803.0,347.0,72.0,2023-01-03 00:00:00.000000000,2023-03-16 00:00:00.000000000,2.0,5.0,Medium
CAM1474,Radio,Groceries,Johor,250116.0,293090.0,193805.0,43901.0,22.652150357317925,6068.0,13.822008610282227,976574.0,333.1993585588044,65.0,2023-09-11 00:00:00.000000000,2023-11-15 00:00:00.000000000,4.0,9.0,High
CAM1475,TV,Groceries,Kuala Lumpur,127667.0,22312.0,325458.0,40489.0,12.44062213864769,5732.0,14.156931512262592,739200.0,3313.015417712442,36.0,2023-06-15 00:00:00.000000000,2023-07-21 00:00:00.000000000,5.0,8.0,High
CAM1476,Social Media,Health,Penang,272600.0,436929.0,817358.0,23415.0,2.8647177858416994,5582.0,23.839419175742048,438688.0,100.4025825706236,83.0,2023-06-28 00:00:00.000000000,2023-09-19 00:00:00.000000000,5.0,8.0,High
CAM1477,Billboard,Automotive,Johor,434228.0,246568.0,620096.0,1041.0,0.16787723191247805,7756.0,13.421866941722538,577560.0,234.239641802667,46.0,2023-11-12 00:00:00.000000000,2023-12-28 00:00:00.000000000,2.0,2.0,Medium
CAM1478,Billboard,Automotive,Sabah,440184.0,135312.0,330137.0,7917.0,2.3980953361786166,5562.0,16.40309215844786,44588.0,32.9519924323046,2.0,2023-05-13 00:00:00.000000000,2023-05-15 00:00:00.000000000,2.0,10.0,Medium
CAM1479,Social Media,Groceries,Penang,410405.0,378303.0,289871.0,26510.0,39.47,9816.0,56.120000000000005,522058.13999999996,138.0,62.0,2023-04-30 00:00:00.000000000,2023-07-01 00:00:00.000000000,4.0,5.0,High
CAM1480,TV,Fashion,Sarawak,156423.0,60724.0,926337.0,22010.0,2.3760251398788994,2692.0,12.230804179918218,944193.0,1554.8926289440749,226.0,2023-04-03 00:00:00.000000000,2023-11-15 00:00:00.000000000,5.0,4.0,Low
CAM1481,TV,Health,Kuala Lumpur,449556.0,30487.0,217114.0,43508.0,20.039242057168124,5223.0,12.004688792865679,7621.75,25.0,26.0,2022-12-30 00:00:00.000000000,2023-01-25 00:00:00.000000000,3.0,4.0,Medium
CAM1482,Billboard,Fashion,Sarawak,335090.0,256181.0,836815.0,40073.0,4.788752591671995,6547.0,16.337683727197863,637890.6900000001,249.00000000000003,345.0,2023-10-13 00:00:00.000000000,2024-09-22 00:00:00.000000000,5.0,2.0,High
CAM1483,Billboard,Automotive,Sabah,203781.0,278328.0,225169.0,33302.0,14.789780120709334,2044.0,6.137769503333133,422780.0,151.89991664510936,19.0,2023-12-14 00:00:00.000000000,2024-01-02 00:00:00.000000000,2.0,1.0,Medium
CAM1484,TV,Health,Johor,258320.0,244557.0,438317.0,38643.0,8.816222049338721,3656.0,9.460963175736874,853503.93,349.0,7.0,2023-01-01 00:00:00.000000000,2023-01-08 00:00:00.000000000,5.0,2.0,Medium
CAM1485,Social Media,Groceries,Johor,389216.0,78864.0,17475.99451303155,5096.0,29.160000000000004,8475.0,60.12979351032448,348578.88,442.0,67.0,2023-05-22 00:00:00.000000000,2023-07-28 00:00:00.000000000,2.0,6.0,Low
CAM1486,Email,Groceries,Kuala Lumpur,273672.0,135908.0,20283.159463487333,9527.0,46.97,8295.0,87.06833210874358,164295.0,120.88692350707832,129.0,2023-07-02 00:00:00.000000000,2023-11-08 00:00:00.000000000,3.0,4.0,Low
CAM1487,Social Media,Electronics,Sarawak,40299.0,439267.0,369592.0,41291.0,90.61,6363.0,24.22,105932.0,24.115628991023684,181.0,2023-06-29 00:00:00.000000000,2023-12-27 00:00:00.000000000,2.0,9.0,High
CAM1488,Billboard,Fashion,Penang,233021.0,443247.0,677937.0,1879.0,0.2771643972817533,4317.0,43.525596479036366,503188.0,113.52315977321898,131.0,2023-07-06 00:00:00.000000000,2023-11-14 00:00:00.000000000,3.0,2.0,Medium
CAM1489,Radio,Fashion,Kuala Lumpur,93137.0,103482.0,179071.61803713525,47257.0,26.39,2265.0,4.792940728357704,707735.0,683.9208751280415,68.0,2023-05-30 00:00:00.000000000,2023-08-06 00:00:00.000000000,2.0,2.0,Medium
CAM1490,Radio,Health,Johor,446306.0,365043.0,454038.0,18732.0,73.3,8859.0,161.5105115,630189.0,172.63418282229765,213.0,2023-02-02 00:00:00.000000000,2023-09-03 00:00:00.000000000,1.0,9.0,Medium
CAM1491,Social Media,Fashion,Sabah,72735.0,322214.0,538093.0,27801.0,5.166579011434826,23105.411099999998,83.11,930681.0,288.83940486757245,165.0,2023-05-27 00:00:00.000000000,2023-11-08 00:00:00.000000000,4.0,6.0,Medium
CAM1492,Email,Groceries,Sabah,176529.0,383789.0,762118.0,23942.0,3.1415082703728294,3541.0,14.789908946621,455933.0,118.79782901542254,52.0,2023-05-30 00:00:00.000000000,2023-07-21 00:00:00.000000000,3.0,7.0,High
CAM1493,Email,Electronics,Kuala Lumpur,171002.0,308415.0,249076.0,48575.0,19.502079686521384,865.0,1.7807514153371076,146869.0,47.620576171716685,73.0,2023-10-16 00:00:00.000000000,2023-12-28 00:00:00.000000000,5.0,8.0,High
CAM1494,Radio,Groceries,Kuala Lumpur,42892.0,255918.0,123476.0,44866.0,36.33580614856328,9642.0,21.490661079659432,685697.0,267.9362139435288,27.0,2023-02-05 00:00:00.000000000,2023-03-04 00:00:00.000000000,4.0,8.0,Medium
CAM1495,Email,Automotive,Sabah,155432.0,353530.0,860576.0,29990.0,3.484875246346633,15885.702999999998,52.96999999999999,107686.0,30.460215540406754,255.0,2023-02-23 00:00:00.000000000,2023-11-05 00:00:00.000000000,1.0,5.0,High
CAM1496,Radio,Electronics,Sarawak,378583.0,4087630.746,778203.0,33893.0,4.35529032913006,3699.0,10.913758003127489,123983.0,3.0331262216217807,106.0,2023-08-24 00:00:00.000000000,2023-12-08 00:00:00.000000000,3.0,5.0,Low
CAM1497,Social Media,Groceries,Penang,458603.0,5280.0,961199.0,5765.0,0.5997717434162957,6117.0,94.24554520189635,631955.0,11968.844696969696,67.0,2023-01-25 00:00:00.000000000,2023-04-02 00:00:00.000000000,5.0,8.0,High
CAM1498,Radio,Groceries,Johor,399558.0,146169.0,664220.0,33374.5,92.57,5771.0,27.88,194504.0,133.06788717169852,38.0,2023-10-24 00:00:00.000000000,2023-12-01 00:00:00.000000000,5.0,2.0,Low
CAM1499,Social Media,Electronics,Sabah,453313.0,394495.57522123895,259898.0,4792.0,1.8438002601020398,1588.0688000000002,33.14,891560.0,225.99999999999997,131.0,2023-01-11 00:00:00.000000000,2023-05-22 00:00:00.000000000,1.0,6.0,Medium
CAM1500,Billboard,Electronics,Johor,234918.0,323713.0,422910.0,2704.65129,0.6395335390508619,5325.0,33.71557336004006,480686.0,148.49141060136603,84.0,2023-05-26 00:00:00.000000000,2023-08-18 00:00:00.000000000,5.0,5.0,High
CAM1501,Social Media,Automotive,Penang,387073.0,38417.0,637822.0,71103.85893,11.147915708457846,5737.0,8.068479104134047,652640.0,1698.8312465835438,261.0,2022-08-31 00:00:00.000000000,2023-05-19 00:00:00.000000000,4.0,9.0,Low
CAM1502,Radio,Electronics,Johor,265332.0,90257.63097949886,819252.0,49479.0,6.039533623353986,3855.0,7.791184138725519,396231.0,438.99999999999994,125.0,2023-02-18 00:00:00.000000000,2023-06-23 00:00:00.000000000,4.0,9.0,Low
CAM1503,Email,Fashion,Penang,168296.0,14235.0,1940773.085,11128.0,0.573379757067272,4236.0,38.06613946800862,679920.0,4776.396206533193,159.0,2023-02-16 00:00:00.000000000,2023-07-25 00:00:00.000000000,5.0,3.0,High
CAM1504,Radio,Health,Kuala Lumpur,93445.0,9819.0,985413.0,26510.0,24.18,9756.0,87.31,106613.0,1085.7826662592934,43.0,2023-04-28 00:00:00.000000000,2023-06-10 00:00:00.000000000,5.0,1.0,Medium
CAM1505,Social Media,Health,Sabah,13716.0,97776.0,100949.6954658245,44751.0,44.330000000000005,6472.0,14.462246653706062,534897.0,547.0636966126657,31.0,2023-10-30 00:00:00.000000000,2023-11-30 00:00:00.000000000,1.0,4.0,Medium
CAM1506,TV,Fashion,Penang,242366.0,316044.0,50203.0,45371.0,90.3750771866223,1676.0,3.693989552798043,397284.0,125.70528154307627,106.0,2023-02-20 00:00:00.000000000,2023-06-06 00:00:00.000000000,1.0,1.0,Low
CAM1507,Email,Groceries,Johor,81012.0,246647.0,115925.0,25114.0,21.664006901013586,1273.0,5.068885880385443,539031.0,218.54350549570842,352.0,2023-01-09 00:00:00.000000000,2023-12-27 00:00:00.000000000,5.0,8.0,High
CAM1508,Radio,Automotive,Penang,251618.0,392884.0,463913.0,1316.0,0.28367387850739256,6593.0,19.96056423479448,881536.0,224.37564268333654,18.0,2023-01-12 00:00:00.000000000,2023-01-30 00:00:00.000000000,3.0,8.0,Medium
CAM1509,Social Media,Electronics,Sabah,439152.0,124320.0,47948.86968872056,40512.0,84.49,6988.32,17.25,282031.0,226.8589124839125,97.0,2023-05-12 00:00:00.000000000,2023-08-17 00:00:00.000000000,4.0,8.0,High
CAM1510,Radio,Fashion,Johor,233883.0,295269.0,360579.0,36797.0,10.204975886005563,4635.0,12.596135554528901,248396.0,84.12532301054293,164.0,2023-02-07 00:00:00.000000000,2023-07-21 00:00:00.000000000,2.0,1.0,High
CAM1511,Radio,Groceries,Johor,221441.0,416556.0,578606.0,22910.0,3.420668673331091,2666.0,11.63683980794413,737742.0,177.10511911963818,240.0,2023-02-04 00:00:00.000000000,2023-10-02 00:00:00.000000000,5.0,1.0,Medium
CAM1512,Social Media,Automotive,Sabah,289120.0,20866.0,513342.0,15677.0,3.053909479450347,6099.0,22.59185115402732,772696.0,3703.1342854404293,99.0,2023-05-10 00:00:00.000000000,2023-08-17 00:00:00.000000000,1.0,2.0,High
CAM1513,Social Media,Health,Sarawak,191979.0,160521.0,240720.0,36137.0,15.012047191758061,2472.0,6.840634252981709,959723.0,597.8800281583095,24.0,2023-09-01 00:00:00.000000000,2023-09-25 00:00:00.000000000,5.0,6.0,Medium
CAM1514,Email,Automotive,Sarawak,116442.0,19529.0,924540.0,21656.0,2.342354035520367,1778.0,8.210195788695973,876091.0,4486.102719033233,61.0,2023-09-15 00:00:00.000000000,2023-11-15 00:00:00.000000000,3.0,6.0,Low
CAM1515,Social Media,Electronics,Sarawak,449601.0,379688.0,92057.0,34529.0,37.50828291167429,8149.0,23.600451794144053,429047.43999999994,112.99999999999999,252.0,2023-03-10 00:00:00.000000000,2023-11-17 00:00:00.000000000,4.0,10.0,Low
CAM1516,Radio,Electronics,Sabah,147863.0,188008.0,136382.0,38739.0,28.404774823657082,1368.0,3.531325021296368,257471.0,136.94683204970002,186.0,2022-12-18 00:00:00.000000000,2023-06-22 00:00:00.000000000,3.0,6.0,High
CAM1517,Radio,Groceries,Kuala Lumpur,479699.0,395999.0,285318.0,37724.0,13.221738551370752,1427.0,3.782737779662814,132624.0,33.49099366412541,54.0,2023-09-23 00:00:00.000000000,2023-11-16 00:00:00.000000000,3.0,9.0,High
CAM1518,Social Media,Groceries,Johor,312661.0,153336.0,272907.0,36055.23863,13.21154775436321,4137.0,11.474060794477122,945675.0,616.7338394114885,220.0,2023-02-02 00:00:00.000000000,2023-09-10 00:00:00.000000000,3.0,8.0,Medium
CAM1519,Email,Fashion,Johor,35084.0,213463.0,182052.0,39432.0,21.65974556720058,6802.0199999999995,17.25,612044.0,286.7213521781292,27.0,2023-11-25 00:00:00.000000000,2023-12-22 00:00:00.000000000,2.0,1.0,Medium
CAM1520,Billboard,Fashion,Penang,228944.0,218009.0,403014.0,17740.0,4.401832194415083,4862.534000000001,27.41,275696.0,126.46083418574463,37.0,2023-09-06 00:00:00.000000000,2023-10-13 00:00:00.000000000,1.0,7.0,Low
CAM1521,Social Media,Health,Johor,228983.0,142514.0,304854.0,21520.0,7.0591168231350085,5434.0,25.25092936802974,625058.0,438.59410303549123,63.0,2023-10-09 00:00:00.000000000,2023-12-11 00:00:00.000000000,2.0,7.0,Low
CAM1522,Billboard,Electronics,Sarawak,171973.0,109994.0,999719.0,10978.0,1.0981085685077507,9702.0,88.37675350701403,371523.0,337.76660545120643,137.0,2023-01-02 00:00:00.000000000,2023-05-19 00:00:00.000000000,2.0,2.0,Medium
CAM1523,TV,Groceries,Sabah,122763.0,366918.0,600689.6551724138,19162.0,3.19,6152.0,32.10520822461121,113744.58,31.0,93.0,2023-03-22 00:00:00.000000000,2023-06-23 00:00:00.000000000,1.0,2.0,Low
CAM1524,Billboard,Health,Kuala Lumpur,418048.0,84487.0,831565.0,33228.0,3.9958391707202683,3377.0,10.163115444805586,317898.0,376.2685383550132,108.0,2023-02-03 00:00:00.000000000,2023-05-22 00:00:00.000000000,1.0,10.0,Medium
CAM1525,Radio,Groceries,Kuala Lumpur,463801.0,310555.0,58202.0,9442.0,16.22281021270747,9077.5388,96.14,830031.0,267.2734298272448,62.0,2023-05-05 00:00:00.000000000,2023-07-06 00:00:00.000000000,3.0,9.0,Low
CAM1526,Email,Automotive,Kuala Lumpur,156149.0,18367.0,623803.0,25896.0,4.151310590042049,5132.0,19.817732468334878,461773.0,2514.1449338487505,8.0,2023-11-16 00:00:00.000000000,2023-11-24 00:00:00.000000000,2.0,5.0,Medium
CAM1527,Radio,Electronics,Kuala Lumpur,139259.0,336894.0,525666.0,12957.0,2.464873132369223,4808.0,37.107355097630624,715392.0,212.34928493828917,111.0,2023-04-15 00:00:00.000000000,2023-08-04 00:00:00.000000000,2.0,2.0,Low
CAM1528,Email,Electronics,Sabah,380955.0,259985.0,130984.14434117006,47914.0,36.58,16646.18019,34.74178776557999,4167864.612,1603.1173383079793,157.0,2023-05-28 00:00:00.000000000,2023-11-01 00:00:00.000000000,3.0,8.0,Low
CAM1529,Social Media,Electronics,Kuala Lumpur,222570.0,150036.0,223047.0,26535.0,11.89659578474492,1929.0,7.269643866591295,833306.0,555.4040363646059,31.0,2023-11-10 00:00:00.000000000,2023-12-11 00:00:00.000000000,1.0,10.0,Medium
CAM1530,Billboard,Health,Penang,17264.0,6610.0,960047.0,26510.0,79.05,254.0,71.17,697510.0,10552.34493192133,132.0,2023-03-12 00:00:00.000000000,2023-07-22 00:00:00.000000000,1.0,3.0,High
CAM1531,Billboard,Groceries,Sarawak,10015.0,18771.0,196691.0,26538.0,457.0899516,9112.0,79.59,687186.0,3660.8918011826754,106.0,2023-07-24 00:00:00.000000000,2023-11-07 00:00:00.000000000,2.0,3.0,Low
CAM1532,Billboard,Fashion,Sabah,210721.0,136564.64285714287,573982.0,37237.0,6.487485670282343,3113.0,8.359964551387062,382381.0,280.0,209.0,2023-01-07 00:00:00.000000000,2023-08-04 00:00:00.000000000,3.0,5.0,High
CAM1533,Social Media,Health,Sabah,372178.0,104735.0,986424.0,6666.0,0.6757743120605338,4131.0,61.971197119711974,145696.0,139.10918031221655,73.0,2023-01-08 00:00:00.000000000,2023-03-22 00:00:00.000000000,5.0,9.0,Low
CAM1534,Billboard,Health,Johor,301439.0,403669.0,967829.0,49975.0,5.16361877976378,900.0,1.8009004502251125,80733.8,20.0,10.0,2023-03-12 00:00:00.000000000,2023-03-22 00:00:00.000000000,4.0,4.0,High
CAM1535,Billboard,Automotive,Johor,203280.0,303740.0,45218.79086611005,44952.0,99.41,273.0,0.6073144687666845,490500.0,161.48679791927307,50.0,2023-10-23 00:00:00.000000000,2023-12-12 00:00:00.000000000,1.0,10.0,Low
CAM1536,Social Media,Health,Sarawak,364471.0,19183.0,552614.0,14673.0,2.655198746322026,6334.0,43.16772302869216,55836.0,291.0702184225616,195.0,2023-03-16 00:00:00.000000000,2023-09-27 00:00:00.000000000,2.0,7.0,High
CAM1537,Billboard,Groceries,Penang,55259.0,63444.0,725251.0,24288.0,3.348909549935126,6018.566399999999,24.779999999999998,249969.36,394.0,63.0,2023-02-22 00:00:00.000000000,2023-04-26 00:00:00.000000000,4.0,7.0,High
CAM1538,Social Media,Electronics,Kuala Lumpur,221164.0,370668.0,192638.0,15434.0,8.011918728392112,2494.0,16.159129195283143,675461.0,182.22803155384332,207.0,2023-03-24 00:00:00.000000000,2023-10-17 00:00:00.000000000,3.0,1.0,Low
CAM1539,Billboard,Automotive,Penang,58683.0,162837.0,968933.0,22577.0,2.330088870953926,2357.0,10.439828143686052,745722.0,457.9561156248273,106.0,2023-08-14 00:00:00.000000000,2023-11-28 00:00:00.000000000,5.0,5.0,Medium
